bookId,chapter,verse,commentary
32,3,1-10,"<p><strong><br/>3:1-4:11  THE NINEVITES’ REPENTANCE</strong></p><p><strong>Jonah’s preaching in Nineveh (3:1-10)</strong></p><p>God repeated his command to Jonah to go and preach in Nineveh, and this time Jonah obeyed (3:1-3). God’s message was that within forty days Nineveh would, because of its wickedness, be overthrown. The Ninevites, leaders and common people alike, heeded the warning and turned in repentance to God (4-5). The king even issued a decree commanding a moral reformation in the city (6-9). As a result of the Ninevites’ repentance, God withdrew his threat of destruction (10).</p>"
32,4,1-11,"<p><strong><br/>A lesson about mercy (4:1-11)</strong></p><p>It now became clear why Jonah did not want to preach in Nineveh. He wanted the Ninevites to be destroyed, not spared; he wanted them to be punished, not forgiven. He knew that God was merciful to sinners, but he wanted this divine blessing reserved solely for the people of Israel. He would rather die than see Gentiles forgiven the same as Israelites (4:1-3).<br/>God wanted to make Jonah see that he had no right to be angry, but Jonah refused to listen. Apparently still hoping that God would change his mind and destroy Nineveh, he went outside the city, built himself a temporary shelter, and waited to see what would happen at the end of the forty days (4-5).<br/>Since Jonah had not responded to God’s earlier rebuke, God now gave him an object lesson in sympathy. When Jonah’s shelter proved inadequate to protect him from the heat of the sun, God made a big leafy plant grow up to provide Jonah with shade. As a result Jonah felt thankful. Then God made the plant die, and exposed Jonah to the blazing sun and a burning wind. As a result Jonah became angry (6-8).<br/>Jonah did not want the plant to die, and neither did God want the people of Nineveh to die. Jonah felt sorry for a plant that he had not made and that lasted only one day. How much more should God feel sorry for the people of Nineveh whom he had made and who, in their ignorance, had faced total destruction (9-11).<br/></p>"
33,1,1-16,"<p><strong><br/>1:1-3:12  SAMARIA AND JERUSALEM DOOMED</strong></p><p><strong>A picture of coming destruction (1:1-16)</strong></p><p>The prophet Micah was from a country village in the Judean foothills between the central mountain range and the coastal plain. He was probably a farmer, and he directed his attacks at the upper class city dwellers who drove the farmers into poverty. They lived in luxury by exploiting the poor. As a Judean he was concerned mainly with conditions in his country’s capital, Jerusalem, but he also attacked the northern capital, Samaria (1:1).<br/>Micah pictures the two cities crushed by the enemy, as if destroyed by the combined force of a volcano and an earthquake. This is God’s judgment on the two kingdoms because of the sins of the people in Samaria and Jerusalem (2-5). Instead of being faithful to God, they went after idols. They were like a prostitute who goes after lovers. These idols and all the sacred objects associated with them (likened to the rewards a prostitute gains from her lovers) will be smashed to pieces, and Samaria will be left a heap of ruins (6-7). All these evils cause Micah unspeakable grief. They had their origins in the northern kingdom, but they have now spread to the southern kingdom. Consequently, it too will be punished (8-9).<br/>In a short poem, announced no doubt with much feeling, the prophet pictures the advance of an enemy army as it moves along the coastal plain then turns east over the hills to attack Jerusalem. He sees the distress it brings in the various towns along the way as people are slaughtered and captured (10-11). Some flee with their goods loaded on horses and chariots; others look for safety by buying protection from better fortified towns; but their efforts are useless. Nothing will save them from defeat and captivity (12-16).</p>"
40,8,23-27,"<p><strong>AROUND THE LAKE OF GALILEE</strong></p><p><strong>57.  Jesus calms the storm (</strong><strong>Matt 8:23-27</strong><strong>; </strong><strong>Mark 4:35-41</strong><strong>; </strong><strong>Luke 8:22-25</strong><strong>)</strong></p><p>A well known feature of Lake Galilee was that fierce storms blew up quickly. Jesus had suggested that the group sail across the lake, but the disciples expressed disappointment with him when a storm arose and he did nothing to help. Instead he was sleeping in the back of the boat, perhaps an indication of his tiredness from constant work (Mark 4:35-38).</p><p>The disciples still did not understand fully the divine power of Jesus, and he rebuked them for their lack of faith. When a word from him was sufficient to calm the wild forces of nature, they were struck with a mixture of wonder and fear. The sovereign Lord of creation was among them (Mark 4:39-41; cf. Ps. 89:9).</p>"
33,2,1-13,"<p><strong><br/>Those who oppress the poor (2:1-13)</strong></p><p>To an Israelite, a person’s land was his most prized possession. It was not only his means of income, but also part of the family heritage handed down from generation to generation. But the greedy money-enders cared nothing for that. Micah pictures them lying awake at night working out schemes to seize the farmer’s land and, if possible, take the farmer and his family as slaves. They have money and power, and therefore they can do as they wish without thought for the rights of others (2:1-2; cf. 1 Kings 21:1-16).</p><p>God announces that he will punish them by treating them as they treat others. <em>They</em> will be oppressed, <em>their</em> land will be seized and divided up (by the invading armies), and <em>they</em> will be taken away as captives (3-5).</p><p>Some of the hearers object that Micah should not preach like this (6). Micah and the people alike should know that a God of patience will not hastily punish his people and will, in fact, reward those who do good to others (7). The trouble is, says Micah, that the people are not doing good to others. They take the property of those who have done them no wrong, and drive honest women and children from their homes (8-9). They, in turn, will be driven out of <em>their</em> homes. God gave them the land of Canaan as a place of rest, but they have made it unclean. Therefore, they must be removed from it (10).</p><p>The people do not want to hear moral teaching from God’s prophet. They would rather hear from the false prophets who, being greedy and dishonest like themselves, talk only of the pleasures of life (11).<br/>Although the nation will go into captivity, there will always be a minority in the nation who remain faithful to God. God will bring them back to their land. In Babylon they will be like a flock of sheep locked up in a foreign fold, but their shepherd, God, will break the wall of the fold and lead them out. He will take them into a new fold in their own land (12-13).</p>"
33,3,1-12,"<p><strong><br/>Corrupt leaders (3:1-12)</strong></p><p>The nation’s civil leaders are the first to be condemned, because they have reversed the standards of justice. Greedy officials cooperate with corrupt judges to exploit the people for their own benefit. Because of the cruel oppression that they have practised, God will not save them from the fury of the enemy, no matter how much they cry for his help (3:1-4).<br/>Religious leaders are also condemned. Prophets preach words of comfort and approval to those who give them food and money, but announce judgment on those who refuse. Such men will cease to be prophets, because God will not speak through them (5-7). God will speak only through those (such as Micah) who refuse to alter his message to please the hearers (8).<br/>Priests are just as corrupt as the civil leaders and prophets, and do religious service only for those who pay them well. Yet all these leaders think that God will protect them simply because his temple is situated in their city (9-11).</p><p>God can tolerate the corruption of these leaders no longer. He will smash their city, and their temple with it (12). (As a result of this prophecy, the king Hezekiah determined to take stronger action in reforming Judah. The success of his reformation won for Judah a postponement of the threatened judgment; see Jer 26:18-19.)</p>"
33,5,2-15,"<p><strong><br/>God’s chosen king (5:2-15)</strong></p><p>Ruling over Israel in this golden age will be a king specially chosen by God. He will have only a humble beginning, being born in the small Judean town of Bethlehem. But his ancestry will go back to ancient times, to the great king David, who himself came from Bethlehem and whose dynasty was guaranteed by God to last for ever. This king will have full right to David’s throne, and through him God’s promises to David will be fulfilled (2; cf. 1 Sam 17:12; 2 Sam 7:16; Matt 2:6; John 7:42).</p><p>Until this person is born, however, Israel will continue to be troubled by enemies; but when he comes, Israel’s scattered believers will be united under his rule. He will rule in the strength that comes from God to nourish and protect God’s people (3-4).<br/>Israel will have plenty of good leaders and will be safe from all enemies. Any who try to invade Israel, whether they be Assyrians or other enemies, will find themselves driven back and conquered by Israel (5-6). The people of God will take his truth to all nations. Like dew they will be the means of refreshment and new life to those who seek God. But like a lion they will be the means of destruction to those who oppose him (7-9).<br/>People of the new Israel will now enjoy God fully, because God will remove all that previously kept them from trusting in him. At various times Israel and Judah had been tempted to trust in military strength, fortified cities, occult practices, Baal worship and heathen armies, but now all such things will be destroyed (10-15).</p>"
33,6,1-16,"<p><strong><br/>6:1-7:20  GOD ACCUSES AND THE PEOPLE REPLY</strong></p><p><strong>What God desires (6:1-16)</strong></p><p>Returning to conditions in his own time, Micah pictures a courtroom where, with the heavens and earth as witnesses, God accuses his people of unfaithfulness (6:1-2). God recalls the great things he has done for them, as if asking why they treat him so badly in return (3-5).<br/>The people’s reply shows their misunderstanding. They ask what sort of worship God wants. Does he want sacrifices that are exact according to the letter of the law? Or an increase in the number of sacrifices? Or more lavish sacrifices? Or even heathen sacrifices? If God tells them what he wants, they will try to please him (6-7).<br/>God replies that he has already shown them (particularly through Amos, Hosea and Isaiah) what he wants, namely, justice and love towards their fellow human beings, and faithfulness and humility towards God. Correct sacrifices and enthusiastic religious exercises are of no value if the people do not have right attitudes and right conduct (8).<br/>Micah warns that God sees the rich merchants throughout Judah’s cities and he takes note of their crooked business methods. When selling grain they use undersized measures, and when weighing the buyer’s money they use extra heavy weights. They become rich through violence, lies and trickery (9-12). God will make sure that these cheats do not enjoy the good things they have built up for themselves. Through drought, famine and enemy attacks he will destroy their dishonestly gained wealth, and finally destroy them (13-16).</p>"
33,7,1-20,"<p><strong><br/>Sin, repentance and forgiveness (7:1-20)</strong></p><p>Speaking as one of the genuine believers in the nation, Micah confesses that God’s accusations are true. The prophet can find nothing to satisfy him in the life of the people as a whole. Judah as a nation is fruitless and of no use to God (7:1).<br/>All around him Micah sees a society that is in a state of moral decay. Gang warfare is widespread, and law-breakers buy protection from judges. Rich businessmen and other influential persons bribe government officials to cooperate with them in their evil plans (2-3). Even the best of them cannot be trusted. Treachery and deceit are so widely practised that people cannot trust even their friends and relatives (4-6).</p><p>Those who remain faithful to God know that they are part of a nation that is doomed for judgment. But they know also that somehow God will save the faithful (7). Micah acknowledges the justice of God’s punishment in allowing the people to be taken into captivity. Enemies may rejoice because of their conquest of Israel and Judah, but they themselves will in turn be conquered. Those among God’s people who have remained faithful to him will then return to their homeland (8-10). Jerusalem will be rebuilt, and people from other nations will return with the believing Jews to settle in the new Jerusalem. Other nations will then find that it is their turn to suffer devastation because of their sins (11-13).</p><p>In a concluding prayer Micah appeals to God, the great shepherd, to rescue, protect and feed his people. He asks that God will work miracles for them as he did in the time of Moses (14-15). People of other nations will no longer fight against Israel, but will humbly acknowledge God’s almighty power and submit to his rule (16-17).<br/>These thoughts prompt a final expression of praise from Micah. No words can describe the excellencies of Israel’s God. He is a God of mercy, faithfulness and constant love, and only because of these characteristics does he forgive the sins of his people. His punishment of them is temporary, but his forgiveness is eternal (18-20).</p>"
34,2,1-13,"<p><strong><br/>2:1-3:19  THE DESTRUCTION OF NINEVEH</strong></p><p><strong>Destroyed because of cruelty (2:1-13)</strong></p><p>Chapters 2 and 3 consist of two separate poems on the same subject, the destruction of Nineveh and the reasons for it. Nahum begins his graphic description of the attack on Nineveh by calling upon the watchman on the city wall to alert the city that the enemy is approaching. God is now going to destroy those who destroyed Israel and oppressed Judah (2:1-2).<br/>The prophet pictures the brightly uniformed soldiers, the gleaming chariots and the prancing horses as the enemy army approaches the city walls. The officers who lead the attack are so keen for battle that they stumble in their haste (3-5). Enemy soldiers break open the water gates, flooding the city and throwing it into confusion. Some of the soldiers capture the queen and the palace harem, while others plunder the city (6-9).<br/>So ruthless and cruel were the Assyrians in their treatment of the nations they attacked, that the prophet likens them to wild animals. They are like ferocious lions that savagely attacked smaller helpless animals and then dragged them back to their den. But now the lions are dead and the den is empty. The few surviving Ninevites look with horror on their devastated city (10-13).</p>"
34,3,1-19,"<p><strong><br/>Destroyed because of greed (3:1-19)</strong></p><p>Not only was Assyria cruel, but it was also greedy. Often it conquered nations solely to plunder them. Nahum likens it to a prostitute, for it thought only of money and pleasure and gave no thought for morality. The prophet gives another vivid picture of the battle scene in Nineveh as God acts in judgment against the guilty people (3:1-4).<br/>Like a prostitute Nineveh dressed herself with lavish adornments and lived in luxury by tempting and deceiving others. Her splendour will be replaced by shame. She will be like a prostitute who is stripped and made to walk naked in the streets. Those whom she deceived and robbed will now laugh at her (5-7).<br/>Nahum reminds Nineveh of what happened to the city of Thebes in Egypt. It was well defended and had strong allies, but it was conquered and its people taken into captivity (8-10). The same will happen to Nineveh. Its outlying fortresses will be demolished as easily as ripe figs are shaken from a tree. When troops in the city hear of this they will lose courage and the city will be overthrown (11-13). They may store water in case of a siege, and strengthen the city walls to withstand the battering rams, but all their precautions and preparations will prove to be useless. The city will be burnt to the ground and left as bare as a field that has been stripped by locusts (14-15a).<br/>The merchants, officials and others involved in Nineveh’s commerce are likened to a swarm of locusts. But just as locusts fly away when the sun gets hot, so these will flee when Nineveh is attacked (15b-17). Assyria’s leaders will be killed, leaving the people leaderless and an easy prey for the attackers. Assyria will fall, never to rise again. Those who suffered from its cruelty will then rejoice (18-19).<br/></p>"
35,1,1-11,"<p><strong><br/>1:1-2:5  HABAKKUK COMPLAINS AND GOD ANSWERS</strong></p><p><strong>First complaint and answer (1:1-11)</strong></p><p>Despite Habakkuk’s zealous preaching and fervent prayer, Judah shows no sign of improvement. All around him the prophet sees violence, lawlessness, injustice and all sorts of other social evils. Knowing God is holy and just, he asks God how long will he allow this wickedness to go unpunished (1:1-4).<br/>God replies that he is preparing the Babylonians (Chaldeans) to punish Judah. God has not told the Judeans about this, because he knows they would not believe him. They would not believe that he would use such a wicked nation to punish his own people (5-6). Then follows a description of the Babylonians that demonstrates the ruthlessness of their sweeping conquests. Arrogant and powerful, they do as they wish regardless of laws, justice, kings or armies (7-11).</p>"
35,2,6-11,"<p><strong><br/>2:6-20  BABYLON’S SINS</strong></p><p>The prophet now announces judgment on evildoers, listing five sins that God must punish. He introduces each condemnation with the words, ‘Woe to him who . . .’ (GNB: ‘You are doomed!’). The evildoer here is probably Babylon, but the condemnation has an application also to the Judeans. In fact, it applies to people of any age and race.</p><p><strong>The lust for power and wealth (2:6-11)</strong></p><p>To illustrate Babylon’s lust for power, the prophet refers to the practice of money-lending, which was the cause of much injustice and hardship in society. Babylon is like a merciless money-lender who, by charging high interest that the debtor cannot repay, gets as many people into his power as possible. But these enslaved people will suddenly arise and overthrow their wicked master. They will do to him what he previously did to them (6-8).<br/>Babylon has made itself wealthy and secure by treating other nations shamefully. It is like a bird that builds its nest high in a tree away from trouble, where it can live in ease and comfort. But Babylon’s luxury will be a witness against it in the day of judgment, and so ensure for it a fitting punishment (9-11).</p>"
35,2,12-20,"<p><strong><br/>Destruction, cruelty and idolatry (2:12-20)</strong></p><p>In its ruthless conquests Babylon destroyed cities and nations, often with the sole aim of enriching itself. It seized the wealth and manpower of these nations and used them to make its own national capital magnificent. It does not realize that God alone is ruler of the world, and the great city that Babylon has built will one day be burnt to the ground (12-14).<br/>God used Babylon to punish other nations, a judgment that the prophet likens to a cup of strong drink that is given to a person to make him drunk. But the Babylonians went beyond the limits that God set. They cruelly butchered people and took delight in mocking their victims. God will therefore punish the Babylonians and they will be the ones to drink God’s cup of punishment. They will be drunk and others will mock them. They will become the victims of violence, and their land, flocks, cities and people will be destroyed (15-17).<br/>Finally, the idolatry of the Babylonians is condemned. They thought their idols gave them victory, but such lifeless creations are powerless. They can do nothing but deceive those who trust in them. The living God will show that he alone is the controller of the world (18-20).</p>"
42,6,6-11,"<p><strong>35.  Man with a withered hand (</strong><strong>Matt 12:9-21</strong><strong>; </strong><strong>Mark 3:1-6</strong><strong>; </strong><strong>Luke 6:6-11</strong><strong>)</strong></p><p>If an animal fell into a pit on the Sabbath day, the Jews would not hesitate to rescue it the same day. Yet they criticized Jesus for healing a man on the Sabbath. Although no list of rules sets out all that a person should or should not do to keep the Sabbath holy, it is always right to do good on the Sabbath. To save life is better than to kill, and in this case Jesus was helping to save life. The Pharisees, by contrast, were looking for ways to kill him (Matt 12:9-14; Mark 3:1-6).</p><p>Jesus left his critics and went on to his work elsewhere. Matthew saw this as a further stage in the fulfilment of the prophecy that God’s chosen servant, who had now appeared in the person of Jesus, would take the gospel to all people. This servant never tried to make a show of greatness, never hurt those who sorrowed, and never turned away from those of even the weakest faith (Matt 12:15-21; cf. Isa 42:1-4).</p>"
35,3,1-19,"<p><strong><br/>3:1-19  HABAKKUK TRUSTS IN GOD’S JUDGMENT</strong></p><p>The psalm of Chapter 3 has no direct connection with Judah and the Babylonians. Nevertheless, it is relevant to what Habakkuk has just written, for it describes the appearance of God in his work of judging the nations and saving his people. The psalm is introduced by what appears to be the name of the tune to which it was sung (3:1).<br/>Habakkuk recalls the mighty works that God has done for his people in the past, and he prays that God will act on their behalf again. However, he knows that when God’s anger is stirred against sinners, Israel’s enemies may not be the only ones to suffer. God’s people also are sinners, and therefore the prophet prays for God’s mercy when he deals with them (2).<br/>God’s judgment is pictured in a number of illustrations, some of which appear to be taken from the story of Israel’s escape from Egypt and journey to Canaan under Moses. The judgment is like a thunderstorm that is seen approaching over the tops of the southern mountains (3-4); like a plague from which no one escapes (5); like an earthquake that terrorizes the nations and shakes the mountains (6); like a desert wind that blows down the Arab’s tents (7); like the overthrow of enemies in battle, whether by armies or by the spectacular intervention of the forces of nature (8-9); like a flood that sweeps everything away (10); like an eclipse of the sun that leaves the earth in darkness (11); like the triumph of a warrior who kills his enemies and saves his people (12-15).<br/>The prophet trembles as he thinks of such a judgment. His only hope is to trust in the controlling justice and mercy of God (16). Fields and flocks may be destroyed, but he will remain faithful to God. He will rest contented in the knowledge that a God of infinite wisdom and power knows what he is doing, and his will is perfect. Such deep trust is the answer to the questions, doubts and complaints that he had earlier expressed (17-19).<br/></p>"
36,1,1-18,"<p><strong><br/>1:1-3:8  PUNISHMENT OF SINNERS</strong></p><p><strong>Sins of Jerusalem (1:1-18)</strong></p><p>The prophet opens with a general statement about judgment that probably comes as no surprise to the people of Jerusalem. He announces that God will destroy sin from the earth (1:1-3). What surprises the hearers is Zephaniah’s assertion that God will destroy <em>them</em>, for they too are sinners (4a). Anti-God practices established by Manasseh still exist, such as the worship of Baal, the worship of the stars and the worship of Milcom (Molech). These practices will be dramatically removed, together with those who engage in them (4b-6; cf. 2 Kings 21:3-6).</p><p>As an offerer kills his sacrificial animal and invites his guests to eat it, so God will slaughter the people of Judah and allow them to be swallowed up by the Babylonian armies (7). During the reigns of Manasseh and Amon, foreign religious customs, violence and cheating were widespread. Particularly blameworthy were members of the royal family, along with government officials and others who through corruption had won favour with the royal household. All will be punished (8-9).<br/>When God searches through Jerusalem he will catch and punish the dishonest merchants. Cries will be heard from various parts of the city - the Fish Gate, the Second Quarter (the newer part of the city), the hills, and the Mortar (the market area in the lower part of the city). God will deal with the merchants who have made themselves rich by ignoring him and cheating others (10-13).<br/>It will seem that the day of the world’s final great judgment has come. People in places of power will suddenly find themselves powerless against God’s judgments. Walled cities and other defence installations will give no protection (14-16). The former leaders and other influential persons will find that they are as helpless and defenceless as the blind and the poor whom they have exploited (17-18).</p>"
36,2,1-15,"<p><strong><br/>The certainty of judgment (2:1-15)</strong></p><p>In spite of the certainty of judgment, there is still hope for those who will turn to God in humility and faith. The only ones to escape the divine wrath will be those who renounce their former wrongdoing and determine to live in obedience to God (2:1-3).<br/>To impress upon the Jerusalemites that no sinners will escape God’s wrath, Zechariah gives them examples of coming judgment on neighbouring nations. The first judgment concerns regions to the west of Judah. The greedy Jerusalem merchants are told that the rich commercial cities of Philistia will be destroyed and their inhabitants killed. The ruined cities will become sheep pastures, and the new inhabitants will be those Jerusalemites who have responded to the prophet’s appeal of verse 3 and repented (4-7).<br/>Moab and Ammon, to the east of Judah, will suffer a worse fate than the Philistines. Their lands will be so devastated that they will not be useful even for feeding sheep. The reason for this severe judgment is that in their pride they mocked God’s people and therefore mocked God (8-11).<br/>To the south the nation of Ethiopia (GNB: Sudan; NIV: Cush) will fall under God’s judgment (12), and to the north mighty Assyria will be destroyed. Assyria had confidently boasted that it ruled the world, but now it will be left a wilderness. It will be fit only to be a dwelling place for birds and wild beasts (13-15).</p>"
36,3,1-8,"<p><strong><br/>More sins of Jerusalem (3:1-8)</strong></p><p>Zephaniah now returns to consider further the sins of Jerusalem. Injustice and oppression are widespread, and people who are guilty of such evils take no notice of the prophet’s rebukes (3:1-2). Officials and judges are corrupt. More savage than lions and greedier than wolves, they favour only those who pay them well. Religious leaders are just as bad, and use their position to gain benefits for themselves (3-4).<br/>Daily, God has showed the people what is right, but they are too absorbed in their own selfish pursuits to take any notice of him (5). He has punished other nations to show them the results of sin, but again it has made no difference. They merely increase their corruption (6-7). By reminding them of the certainty of final judgment, Zephaniah urges the people to repent before it is too late (8).</p>"
36,3,9-20,"<p><strong><br/>3:9-20  SALVATION FOR THE REPENTANT</strong></p><p>When all the sinners have been destroyed, the humble who have previously turned from their sin (see 2:1-3) will then enjoy a new life of peace and blessing. In the midst of judgment there is mercy for the repentant. Cleansed sinners from all nations will worship and serve God with pure hearts (9-10). No longer will Jerusalem be characterized by the pride, rebellion, dishonesty and deceit of Zephaniah’s day. Wrongdoing will be removed from the community of God’s people (11-13).<br/>Although God’s people may previously have had sorrow because of his punishments upon them, now they will have joy. They will dwell together with God, their king, without fear of further judgment (14-15). In view of this promising future, they are not to be lazy or discouraged, but alert and full of confidence. Defeat will be replaced by victory. God will take away their shame and in his love give them new life (16-18). Exiles will be gathered from the lands of their oppression and be established again in their own land. Under God’s rule they will share with him in receiving praise from the whole earth (19-20).<br/></p>"
37,1,1-15,"<p><strong><br/>THE PROPHECY OF HAGGAI</strong></p><p><strong>Haggai’s rebuke and its results (1:1-15)</strong></p><p>The Jews were making excuses for not building the temple, saying that they were suffering a time of personal hardship and enemy opposition. They claimed it was not yet time to begin the work (1:1-2). Yet they could build houses for themselves. In fact, they had taken much of the available timber and used it extravagantly in their own homes, even though timber was in short supply and was needed for the temple (3-4). Because of their selfishness God had punished them with poverty and famine (5-6).<br/>People complained that they could not build the temple because they were poor. Rather, replied the prophet, they were poor because they would not build the temple. They were selfish, thinking only of what they wanted, not what God wanted. Therefore, they had to go back to the forests and cut timber for the temple (7-11).<br/>Haggai’s forthright preaching brought quick results. The people, realizing the truth of his accusations, responded to his appeal, and in little more than three weeks had restarted work on the temple. When they began to obey God and fear him, he promised to be with them (12-15).</p>"
37,2,1-9,"<p><strong><br/>A message of encouragement (2:1-9)</strong></p><p>Although the foundation of the temple had been laid sixteen years earlier, it had no doubt been damaged during the years of neglect. More work was necessary before construction could begin on the building itself. After the people had been at work for about a month, they could see enough of the rebuilt foundation to form an idea of the size of the proposed temple. Some of the very old people, remembering Solomon’s magnificent temple, may have commented that this new temple was not very impressive by comparison. Haggai saw that this would discourage the builders, so he brought them a message of encouragement (2:1-3). As God’s spokesman, Haggai passed on God’s assurance that he was with them, just as he had been with their ancestors when he brought them out of Egypt (4-5).</p><p>Just as God shook the earth with the giving of the law at Mt Sinai, so through this temple he would ‘shake’ heaven and earth in a far greater way. Through the temple, he was reconstructing the religious centre of the Jewish nation, for this was the nation from which the Messiah was to come. Israel’s temple would receive greater splendour than the discouraged workmen imagined. God, who was the real owner of the world’s wealth, would direct rulers of other nations to bring their silver and gold to beautify it (6-8; cf. Ezra 6:8-12).</p><p>However, far greater glory would come through the multitudes from many nations who would join with Israel in the true temple. The Messiah’s real dwelling place would be among all the redeemed in a living temple that he would establish in the world in glory. The temporary hardships of the Jewish builders would appear as nothing compared with the splendour of that day (9).</p>"
37,2,10-19,"<p><strong><br/>Promises of blessing (2:10-19)</strong></p><p>At the end of three months all the foundation work was finished (cf. 1:14-15; 2:18). Zechariah had successfully urged the people to repent (Zech 1:1-6), and now Haggai emphasized again that spiritual cleansing was the only way by which they could enjoy God’s blessing (10).</p><p>Haggai reminded the people that their wrong attitudes in the past had been the cause of all their troubles. He gave an illustration to show that contact with unclean things made a person unclean, but contact with holy things did not make a person holy. As long as they had neglected the temple and let it lie as a ruined ‘dead’ thing in their midst, they had been unclean and therefore unacceptable to God. All their religious activity had not made them holy, no matter how much it brought them in contact with holy things (11-14).<br/>The people’s selfishness and disobedience had brought God’s judgment upon them in damage to their crops and a shortage of food. Now that they had turned from their selfish ways and obeyed God, things would change (15-17). God would reverse the unfavourable agricultural conditions and give them fruitful crops again. His promise would begin to come true from that very day; for on that day, by completing the foundations of the temple, they had given visible proof that their obedience was genuine (18-19).</p>"
37,2,20-23,"<p><strong><br/>A personal message for Zerubbabel (2:20-23)</strong></p><p>Later the same day Haggai delivered another encouraging message, this time to Zerubbabel the governor (20). Zerubbabel was a descendant of David in the line of kings who reigned in Jerusalem, and he was entitled to the throne of Israel (Matt 1:6-12). But because Israel was still under Persian rule he was allowed to be only governor.</p><p>Despite these restrictions, Haggai encouraged Zerubbabel with the assurance that he was still God’s specially chosen representative. Through him God would not only re-establish the nation Israel, but would overthrow all nations and establish God’s worldwide kingdom. Zerubbabel did not live to see the fulfilment of Haggai’s words, but the promise passed on to one of his descendants, Jesus the Messiah, in whom the prophecy will find its fullest meaning (21-23; cf. Matt 1:12-16).</p>"
38,1,1-6,"<p><strong><br/>1:1-6:15  ZECHARIAH’S VISIONS</strong></p><p><strong>Call to repentance (1:1-6)</strong></p><p>At the time Zechariah delivered his first message, Haggai had already been preaching for about two months (1:1; cf. Hag 1:1). In his two recorded messages of that time, Haggai had shown that all Israel’s current difficulties were because of the people’s selfishness and disobedience in failing to rebuild the temple. As a result of Haggai’s preaching the people stirred themselves and started building again (Hag 1:1-2:9).</p><p>Zechariah now joins Haggai in the preaching, recalling that disobedience to the prophets of former times had led to hardship and finally captivity (2-3). The people should therefore learn from their forefathers’ experiences and take notice of the words of the prophets. This means not simply that they must rebuild the temple, but more importantly that they must acknowledge their sin, accept God’s discipline, turn from their disobedience and begin a new life of devotion to God (4-6).</p><p><strong>Eight visions</strong></p><p>The section 1:7-6:8 consists of a series of eight visions. These are arranged with the two most important visions in the centre, and the remaining visions in two equal groups, one on either side.</p><p>At the time that Zechariah received these visions, work on rebuilding the temple had been going on for five months, three months of which were taken up with preparing the foundations (cf. v. 7 with Hag 1:14-15; 2:18). The people would clearly benefit from some encouragement and direction. The first three visions are largely messages of encouragement to the builders, the middle two are of special encouragement to the leaders Joshua and Zerubbabel, and the final three give assurance of ultimate victory for God and his people.</p>"
38,3,1-10,"<p><strong><br/>Encouragement to Joshua (3:1-10)</strong></p><p>Zechariah then has a vision in which he sees Satan accuse the high priest Joshua (and therefore the people he represents) of being unclean. Because of their long exile in idolatrous Babylon, they are no longer fit to enter God’s presence. In other words, Satan is hinting that the people are wasting their time building the temple. Since they are unclean, no sacrifices that they offer there will be acceptable to God (3:1; see also v. 3).<br/>God replies that he has not cast off his chosen people. Their time of exile in Babylon has been his punishment on them because of their sin, but now he has saved them. He has snatched them from the hand of their enemies, brought them back to their land and cleansed their sin. Now he is going to set up the temple and its priesthood for them once again (2-5).<br/>Joshua and his fellow priests are warned to be faithful to God in carrying out their duties in the new temple that God will put in their care. Joshua will then be able to enter the presence of God without fear of Satan’s accusations (6-7). The reestablishment of the Israelite priesthood is a further sign to assure the people that their Messiah will come (8. For the significance of the messianic title ‘the Branch’ see commentary on 6:12-13). A specially engraved stone is to be set in the temple as a reminder of what the Messiah will do. He will cleanse the land of sin and bring in a new era of contentment and prosperity (9-10).</p>"
38,4,1-14,"<p><strong><br/>Encouragement to Zerubbabel (4:1-14)</strong></p><p>The next vision is of a seven-headed lampstand standing between two olive trees. The olive trees pour their oil into a central bowl on top of the lampstand. The oil from this central bowl then feeds the seven lamps that provide the light. This means that the lamps do not need anyone to look after them. Light is provided supernaturally through the constant supply of oil from the trees (4:1-5; see also v. 12).<br/>This vision was of particular encouragement to Zerubbabel who, in his task of reconstructing the temple, faced mountainous obstacles. His authority was limited by Persia; he had a shortage of labour and materials; his workers were discouraged by certain Jews who despised the new building as being small in comparison with Solomon’s magnificent temple; and he was surrounded by hostile foreigners who tried to hinder the work. God now gives him a message of encouragement and reassurance. Just as the lamps receive a continuous supply of oil supernaturally, so the temple will be finished through the power of God’s Spirit. God’s power, not human power, is to be the source of Zerubbabel’s strength (6-10a).<br/>Zechariah then records an additional meaning given to the two olive trees. Through the Davidic prince Zerubbabel and the high priest Joshua, God will supply spiritual power to Israel. This will enable Israel to send forth the light of God throughout the whole earth (10b-14).</p>"
